,lon,lat,dep,mag,otime,atime,aphase,dist,start_file,end_file
98,-151.4605,61.7665,100.0,2.8,2016-08-15T04:52:40.000000Z,2016-08-15T04:53:32.968641Z,p,3.54198403885,201608150443329686,201608150508329686
535,-149.5945,61.4362,30.2,2.1,2016-08-31T06:50:27.000000Z,2016-08-31T06:51:19.965189Z,P,3.54633832801,201608310641199651,201608310706199651
73,-149.953,61.4714,39.8,3.0,2016-09-26T22:24:35.000000Z,2016-09-26T22:25:27.639367Z,P,3.55532413135,201609262215276393,201609262240276393
342,-147.0602,68.425,0.0,2.3,2016-08-29T12:07:19.000000Z,2016-08-29T12:08:15.452501Z,P,3.5580593052099996,201608291158154525,201608291223154525
149,-151.7774,61.8257,106.1,2.6,2016-08-23T15:17:22.000000Z,2016-08-23T15:18:15.337384Z,p,3.56044253047,201608231508153373,201608231533153373
184,-152.0983,61.9138,121.6,2.5,2016-10-03T21:36:56.000000Z,2016-10-03T21:37:49.712635Z,p,3.5615120697900005,201610032127497126,201610032152497126
377,-144.4752,68.2122,7.3,2.2,2016-08-30T23:00:24.000000Z,2016-08-30T23:01:19.745827Z,P,3.5704188188,201608302251197458,201608302316197458
433,-150.0396,61.4669,56.3,2.2,2016-09-09T10:50:52.000000Z,2016-09-09T10:51:44.869468Z,p,3.57110241562,201609091041448694,201609091106448694
108,-146.8283,61.3181,15.0,2.8,2016-08-19T10:32:25.000000Z,2016-08-19T10:33:19.919716Z,P,3.5775022222199993,201608191023199197,201608191048199197
183,-150.219,61.4856,46.0,2.5,2016-08-29T01:39:13.000000Z,2016-08-29T01:40:05.947539Z,p,3.57821801835,201608290130059475,201608290155059475
376,-153.3351,62.3109,5.0,2.2,2016-08-17T05:55:50.000000Z,2016-08-17T05:56:46.310784Z,P,3.59142964165,201608170546463107,201608170611463107
519,-150.9724,61.5995,63.7,2.1,2016-09-18T21:21:18.000000Z,2016-09-18T21:22:11.242264Z,p,3.59570355083,201609182112112422,201609182137112422
102,-147.1585,68.4871,1.0,2.8,2016-08-25T13:58:52.000000Z,2016-08-25T13:59:49.151116Z,P,3.6176092552699997,201608251349491511,201608251414491511
296,-151.8138,61.769,95.6,2.3,2016-09-17T17:05:10.000000Z,2016-09-17T17:06:03.918016Z,p,3.6183340287,201609171656039180,201609171721039180
151,-150.8006,61.532,61.5,2.6,2016-09-18T03:57:21.000000Z,2016-09-18T03:58:14.661592Z,p,3.6272869195699995,201609180348146615,201609180413146615
204,-147.0426,68.4997,0.0,2.5,2016-08-29T07:51:42.000000Z,2016-08-29T07:52:39.483313Z,P,3.63303212695,201608290742394833,201608290807394833
419,-151.5137,61.6734,103.3,2.2,2016-09-18T02:11:16.000000Z,2016-09-18T02:12:10.300674Z,p,3.63644214187,201609180202103006,201609180227103006
191,-147.0407,68.5037,5.0,2.5,2016-08-24T01:12:24.000000Z,2016-08-24T01:13:20.938325Z,P,3.63707261255,201608240103209383,201608240128209383
104,-147.0407,68.5037,5.0,2.8,2016-08-25T13:55:48.000000Z,2016-08-25T13:56:44.938325Z,P,3.63707261255,201608251346449383,201608251411449383
201,-152.0498,61.8113,100.0,2.5,2016-08-15T15:04:47.000000Z,2016-08-15T15:05:41.249861Z,p,3.6372531377900006,201608151455412498,201608151520412498
284,-147.0455,68.5251,17.1,2.3,2016-08-27T15:15:53.000000Z,2016-08-27T15:16:48.778709Z,P,3.65828586857,201608271506487787,201608271531487787
236,-146.1806,61.2696,31.1,2.4,2016-08-29T03:45:29.000000Z,2016-08-29T03:46:23.558185Z,P,3.66815049956,201608290336235581,201608290401235581
41,-151.6881,61.6706,97.0,3.3,2016-09-07T23:47:48.000000Z,2016-09-07T23:48:42.728222Z,p,3.67667299185,201609072338427282,201609080003427282
455,-151.7521,61.6844,120.0,2.1,2016-08-19T10:49:52.000000Z,2016-08-19T10:50:47.227909Z,p,3.6786559869300004,201608191040472279,201608191105472279
356,-146.7678,68.5398,0.1,2.2,2016-08-29T10:36:53.000000Z,2016-08-29T10:37:51.143792Z,P,3.68194468052,201608291027511437,201608291052511437
391,-153.2407,62.1521,5.0,2.2,2016-09-12T05:45:15.000000Z,2016-09-12T05:46:12.564364Z,P,3.68260689523,201609120536125643,201609120601125643
431,-150.656,61.4452,50.0,2.2,2016-08-22T03:58:43.000000Z,2016-08-22T03:59:37.400735Z,p,3.68393233585,201608220349374007,201608220414374007
48,-150.1616,61.3476,17.0,3.2,2016-09-26T22:24:37.000000Z,2016-09-26T22:25:33.392518Z,P,3.7020606190300005,201609262215333925,201609262240333925
533,-151.4908,61.5932,81.1,2.1,2016-09-23T15:35:50.000000Z,2016-09-23T15:36:44.866027Z,p,3.7035233369,201609231526448660,201609231551448660
267,-150.9117,61.4075,66.8,2.4,2016-08-03T20:34:10.000000Z,2016-08-03T20:35:05.542279Z,p,3.7625691191300006,201608032025055422,201608032050055422
37,-141.6305,62.206,11.2,3.4,2016-10-01T04:54:43.000000Z,2016-10-01T04:55:41.273278Z,P,3.78828666231,201610010445412732,201610010510412732
34,-150.3973,61.2892,49.4,3.4,2016-08-06T08:53:42.000000Z,2016-08-06T08:54:37.872793Z,p,3.7912734187300003,201608060844378727,201608060909378727
483,-151.8232,61.5608,94.3,2.1,2016-09-21T03:35:22.000000Z,2016-09-21T03:36:18.399954Z,p,3.803733569,201609210326183999,201609210351183999
15,-149.1749,61.1265,35.1,3.8,2016-08-30T12:28:00.000000Z,2016-08-30T12:28:56.152905Z,P,3.80991003034,201608301218561529,201608301243561529
503,-146.0327,68.6643,2.8,2.1,2016-07-31T07:00:40.000000Z,2016-07-31T07:01:40.042020Z,P,3.8436051035000003,20160731065140420,20160731071640420
36,-144.6941,68.5568,15.8,3.4,2016-09-17T16:49:15.000000Z,2016-09-17T16:50:13.766143Z,P,3.86425434164,201609171640137661,201609171705137661
518,-150.69899999999998,61.2537,54.9,2.1,2016-09-12T22:11:41.000000Z,2016-09-12T22:12:37.975989Z,p,3.87113736176,201609122202379759,201609122227379759
274,-146.7111,68.7353,12.0,2.3,2016-09-19T20:23:09.000000Z,2016-09-19T20:24:08.418023Z,P,3.87853263767,201609192014084180,201609192039084180
326,-150.8608,61.2153,63.2,2.3,2016-08-20T11:31:15.000000Z,2016-08-20T11:32:12.859911Z,p,3.9336013887,201608201122128599,201608201147128599
302,-151.0192,61.22,50.0,2.3,2016-08-15T21:10:49.000000Z,2016-08-15T21:11:47.133397Z,p,3.95602509375,201608152101471333,201608152126471333
241,-151.3553,61.2572,72.4,2.4,2016-07-30T08:34:57.000000Z,2016-07-30T08:35:55.581197Z,p,3.9823620896900005,201607300825555811,201607300850555811
38,-150.1958,61.0581,52.7,3.4,2016-08-03T14:32:03.000000Z,2016-08-03T14:33:01.530194Z,p,3.98479087299,201608031423015301,201608031448015301
469,-150.3038,61.0612,13.5,2.1,2016-09-28T15:42:47.000000Z,2016-09-28T15:43:47.854996Z,P,3.9961441402900006,201609281533478549,201609281558478549
35,-150.2174,61.0451,49.6,3.4,2016-08-03T11:51:28.000000Z,2016-08-03T11:52:26.738311Z,p,4.000127824790001,201608031142267383,201608031207267383
315,-149.4852,60.949,20.0,2.3,2016-08-19T09:49:38.000000Z,2016-08-19T09:50:38.287726Z,P,4.01154333003,201608190940382877,201608191005382877
300,-151.5806,61.2681,77.5,2.3,2016-09-18T02:20:45.000000Z,2016-09-18T02:21:44.081104Z,p,4.0160320800800005,20160918021144811,20160918023644811
428,-147.7482,68.9301,8.0,2.2,2016-08-30T23:07:31.000000Z,2016-08-30T23:08:33.323952Z,P,4.05500596131,201608302258333239,201608302323333239
14,-149.516,60.8787,24.5,3.9,2016-10-02T22:39:41.000000Z,2016-10-02T22:40:41.866209Z,P,4.08340992375,201610022230418662,201610022255418662
425,-147.3371,60.7739,10.0,2.2,2016-08-10T03:07:05.000000Z,2016-08-10T03:08:07.759627Z,P,4.10415643326,201608100258077596,201608100323077596
178,-151.8909,61.2369,92.3,2.6,2016-10-02T03:31:42.000000Z,2016-10-02T03:32:42.484440Z,p,4.10765280973,201610020322424844,201610020347424844
65,-151.3859,61.1254,72.2,3.1,2016-09-29T19:43:26.000000Z,2016-09-29T19:44:26.315194Z,p,4.1095537465400005,201609291934263151,201609291959263151
1,-152.1732,61.3015,131.1,4.5,2016-09-01T12:27:42.000000Z,2016-09-01T12:28:43.225595Z,p,4.11109131685,201609011218432255,201609011243432255
310,-150.281,60.9328,50.9,2.3,2016-08-02T08:19:25.000000Z,2016-08-02T08:20:25.336237Z,p,4.11658529202,201608020810253362,201608020835253362
63,-143.4281,68.6499,5.2,3.1,2016-08-29T22:07:47.000000Z,2016-08-29T22:08:50.654473Z,P,4.12734179053,201608292158506544,201608292223506544
448,-145.1878,68.9221,1.8,2.1,2016-08-20T10:19:08.000000Z,2016-08-20T10:20:12.537739Z,P,4.16188797879,201608201010125377,201608201035125377
313,-152.4851,61.3038,1.3,2.3,2016-07-29T09:29:26.000000Z,2016-07-29T09:30:30.853246Z,P,4.18046933134,201607290920308532,201607290945308532
295,-152.4729,61.2996,2.9,2.3,2016-08-01T09:22:02.000000Z,2016-08-01T09:23:06.672132Z,P,4.18127705054,201608010913066721,201608010938066721
336,-152.4855,61.29600000000001,0.3,2.3,2016-08-03T10:32:11.000000Z,2016-08-03T10:33:16.068276Z,P,4.18737041671,20160803102316682,20160803104816682
411,-152.4969,61.2774,5.0,2.2,2016-08-17T23:13:52.000000Z,2016-08-17T23:14:56.763648Z,P,4.2062814713800005,201608172304567636,201608172329567636
275,-147.2433,60.672,15.0,2.3,2016-08-24T15:48:54.000000Z,2016-08-24T15:49:57.584343Z,P,4.20777376792,201608241539575843,201608241604575843
479,-150.8214,60.9126,20.0,2.1,2016-08-03T13:00:04.000000Z,2016-08-03T13:01:07.056749Z,P,4.2129807680199995,20160803125107567,20160803131607567
475,-150.3134,60.8301,46.4,2.1,2016-08-02T12:14:14.000000Z,2016-08-02T12:15:15.754036Z,P,4.21976085684,201608021205157540,201608021230157540
321,-147.5269,60.6489,10.1,2.3,2016-09-08T20:54:49.000000Z,2016-09-08T20:55:53.433925Z,P,4.22682744112,201609082045534339,201609082110534339
386,-151.1134,60.9473,27.6,2.2,2016-09-14T07:05:46.000000Z,2016-09-14T07:06:48.562142Z,P,4.2272866248100005,201609140656485621,201609140721485621
429,-151.3774,60.9938,100.0,2.2,2016-08-09T01:41:59.000000Z,2016-08-09T01:43:01.241154Z,p,4.22984989355,201608090133012411,201608090158012411
305,-156.8554,66.836,22.3,2.3,2016-09-18T20:52:48.000000Z,2016-09-18T20:53:51.099746Z,P,4.23133912372,20160918204351997,20160918210851997
271,-152.6008,61.2755,5.0,2.4,2016-08-05T08:36:09.000000Z,2016-08-05T08:37:14.123076Z,P,4.23242844317,201608050827141230,201608050852141230
523,-147.64700000000002,60.6358,6.0,2.1,2016-09-11T23:26:25.000000Z,2016-09-11T23:27:30.099070Z,P,4.2394168713300004,20160911231730990,20160911234230990
319,-151.8667,61.0671,89.1,2.3,2016-09-28T00:14:51.000000Z,2016-09-28T00:15:53.461067Z,p,4.25620096519,201609280005534610,201609280030534610
454,-155.7267,67.6517,14.7,2.1,2016-08-20T12:54:40.000000Z,2016-08-20T12:55:44.373898Z,P,4.2625962708300005,201608201245443738,201608201310443738
367,-151.5356,60.9267,70.1,2.2,2016-08-20T18:16:05.000000Z,2016-08-20T18:17:08.188061Z,p,4.32088960018,201608201807081880,201608201832081880
504,-151.606,60.9317,72.8,2.1,2016-09-16T15:31:48.000000Z,2016-09-16T15:32:51.318807Z,p,4.3293607955,201609161522513188,201609161547513188
406,-152.4507,61.1207,135.0,2.2,2016-08-04T13:15:07.000000Z,2016-08-04T13:16:11.256623Z,p,4.333351069690001,201608041306112566,201608041331112566
297,-144.8281,69.0712,0.0,2.3,2016-08-30T17:08:07.000000Z,2016-08-30T17:09:14.201472Z,P,4.3399291,201608301659142014,201608301724142014
343,-149.1097,60.5671,19.2,2.3,2016-08-20T13:46:26.000000Z,2016-08-20T13:47:31.143583Z,P,4.35782757504,201608201337311435,201608201402311435
543,-145.2657,60.6551,1.0,2.1,2016-08-28T16:52:54.000000Z,2016-08-28T16:54:01.367635Z,P,4.3607596083899995,201608281644013676,201608281709013676
558,-144.7256,69.0948,10.4,2.1,2016-09-25T15:40:22.000000Z,2016-09-25T15:41:28.405876Z,P,4.37290364624,201609251531284058,201609251556284058
294,-144.6896,69.1171,10.2,2.3,2016-09-24T11:55:14.000000Z,2016-09-24T11:56:20.774174Z,P,4.39795201124,201609241146207741,201609241211207741
536,-150.2448,60.6321,40.0,2.1,2016-08-29T08:12:24.000000Z,2016-08-29T08:13:28.278319Z,P,4.4024993188,201608290803282783,201608290828282783
387,-145.207,60.6152,5.0,2.2,2016-08-18T02:10:54.000000Z,2016-08-18T02:12:01.513520Z,P,4.40632936851,201608180202015135,201608180227015135
445,-152.2675,60.9812,10.0,2.1,2016-08-19T02:07:48.000000Z,2016-08-19T02:08:55.063619Z,P,4.41726371878,20160819015855636,20160819022355636
552,-151.9897,60.8891,85.6,2.1,2016-09-25T02:57:46.000000Z,2016-09-25T02:58:50.962542Z,p,4.4429041823,201609250248509625,201609250313509625
325,-151.7303,60.7665,100.0,2.3,2016-08-24T07:11:01.000000Z,2016-08-24T07:12:06.963381Z,p,4.50514498615,201608240702069633,201608240727069633
26,-151.739,60.7586,75.3,3.6,2016-07-31T01:59:25.000000Z,2016-07-31T02:00:30.854305Z,p,4.51406957925,201607310150308543,201607310215308543
225,-147.2663,60.3648,6.9,2.4,2016-09-11T14:23:01.000000Z,2016-09-11T14:24:09.768864Z,P,4.514255744630001,201609111414097688,201609111439097688
203,-152.2948,60.8578,96.4,2.5,2016-09-11T04:32:39.000000Z,2016-09-11T04:33:45.311219Z,p,4.53404873638,201609110423453112,201609110448453112
408,-151.7261,60.6964,77.4,2.2,2016-09-10T13:54:53.000000Z,2016-09-10T13:55:59.619488Z,p,4.56921980731,201609101345596194,201609101410596194
400,-151.3425,60.566,65.6,2.2,2016-07-31T09:36:44.000000Z,2016-07-31T09:37:51.310811Z,p,4.62388889139,201607310927513108,201607310952513108
506,-140.6685,61.4642,7.1,2.1,2016-07-29T09:37:26.000000Z,2016-07-29T09:38:36.552172Z,P,4.6457472586,201607290928365521,201607290953365521
525,-143.9804,69.2981,3.7,2.1,2016-08-01T09:46:07.000000Z,2016-08-01T09:47:18.000893Z,P,4.64868740144,201608010937188,201608011002188
198,-152.1322,60.6528,86.5,2.5,2016-09-11T01:00:41.000000Z,2016-09-11T01:01:49.290414Z,p,4.6870237532,201609110051492904,201609110116492904
301,-153.0026,60.8393,219.2,2.3,2016-08-30T10:15:46.000000Z,2016-08-30T10:16:57.189302Z,p,4.70808773764,201608301006571893,201608301031571893
298,-148.398,60.141000000000005,10.6,2.3,2016-09-16T05:14:58.000000Z,2016-09-16T05:16:09.508960Z,P,4.74592726253,201609160506095089,201609160531095089
471,-151.2388,60.387,61.5,2.1,2016-09-07T06:07:23.000000Z,2016-09-07T06:08:32.387583Z,p,4.7763346882699995,201609070558323875,201609070623323875
331,-144.5976,69.5965,12.2,2.3,2016-09-21T15:20:41.000000Z,2016-09-21T15:21:53.987279Z,P,4.86746216122,201609211511539872,201609211536539872
516,-150.6566,60.2042,52.1,2.1,2016-09-13T00:51:16.000000Z,2016-09-13T00:52:26.642059Z,P,4.868047497759999,201609130042266420,201609130107266420
383,-151.877,60.4021,73.6,2.2,2016-09-12T06:56:04.000000Z,2016-09-12T06:57:14.703912Z,p,4.87001602788,201609120647147039,201609120712147039
329,-152.2897,60.4621,94.6,2.3,2016-09-22T01:10:55.000000Z,2016-09-22T01:12:06.157480Z,p,4.89275659472,201609220102061574,201609220127061574
443,-144.0369,69.564,9.1,2.1,2016-08-23T21:13:45.000000Z,2016-08-23T21:14:58.717682Z,P,4.893541192380001,201608232104587176,201608232129587176
330,-152.6058,60.528999999999996,6.7,2.3,2016-09-27T14:08:26.000000Z,2016-09-27T14:09:40.044487Z,P,4.896355367169999,20160927135940444,20160927142440444
256,-152.784,60.5381,140.0,2.4,2016-08-26T07:24:09.000000Z,2016-08-26T07:25:21.226800Z,p,4.92621171387,201608260715212268,201608260740212268
113,-150.4803,60.1074,36.8,2.8,2016-09-28T20:07:25.000000Z,2016-09-28T20:08:36.672453Z,P,4.93973633909,201609281958366724,201609282023366724
327,-152.0702,60.357,91.3,2.3,2016-09-20T22:59:34.000000Z,2016-09-20T23:00:45.870425Z,p,4.9474067666199995,201609202250458704,201609202315458704
290,-150.4568,60.0645,33.3,2.3,2016-08-21T15:45:09.000000Z,2016-08-21T15:46:21.369814Z,P,4.97858010829,201608211536213698,201608211601213698
403,-151.9295,60.2937,81.7,2.2,2016-09-07T02:39:02.000000Z,2016-09-07T02:40:14.251578Z,p,4.98042095234,201609070230142515,201609070255142515
208,-140.3206,61.1323,12.5,2.5,2016-09-02T11:49:22.000000Z,2016-09-02T11:50:36.892014Z,P,5.00868130148,201609021140368920,201609021205368920
418,-140.3251,61.1299,1.1,2.2,2016-09-02T10:05:04.000000Z,2016-09-02T10:06:20.268182Z,P,5.00920855819,201609020956202681,201609021021202681
541,-152.3081,60.2853,87.6,2.1,2016-08-30T16:11:38.000000Z,2016-08-30T16:12:51.356618Z,p,5.05878272952,201608301602513566,201608301627513566
389,-152.5372,60.3036,102.7,2.2,2016-08-08T02:36:36.000000Z,2016-08-08T02:37:49.873535Z,p,5.08712874365,201608080227498735,201608080252498735
176,-143.7583,60.0349,20.1,2.6,2016-09-24T21:40:03.000000Z,2016-09-24T21:41:19.137653Z,P,5.165431277380001,201609242131191376,201609242156191376
472,-141.5798,60.5147,11.6,2.1,2016-09-04T00:12:59.000000Z,2016-09-04T00:14:16.278241Z,P,5.1744702724,201609040004162782,201609040029162782
384,-152.5343,60.2051,90.1,2.2,2016-09-20T21:56:20.000000Z,2016-09-20T21:57:34.978899Z,p,5.17672392453,201609202147349788,201609202212349788
306,-152.9833,60.293,118.5,2.3,2016-09-20T16:12:07.000000Z,2016-09-20T16:13:22.449150Z,p,5.18965960619,201609201603224491,201609201628224491
453,-142.3532,60.2812,5.0,2.1,2016-08-25T17:50:23.000000Z,2016-08-25T17:51:41.454711Z,P,5.20241978081,201608251741414547,201608251806414547
127,-152.7611,60.2244,108.9,2.7,2016-08-02T11:45:34.000000Z,2016-08-02T11:46:49.535657Z,p,5.20494232889,201608021136495356,201608021201495356
473,-152.6744,60.2045,111.5,2.1,2016-09-09T18:18:03.000000Z,2016-09-09T18:19:18.571530Z,p,5.20535513735,201609091809185715,201609091834185715
232,-141.0099,60.6018,5.0,2.4,2016-08-18T04:11:53.000000Z,2016-08-18T04:13:12.047799Z,P,5.2455803559300005,20160818040312477,20160818042812477
167,-147.626,59.6286,40.0,2.6,2016-08-19T07:57:26.000000Z,2016-08-19T07:58:41.872792Z,P,5.24664564174,201608190748418727,201608190813418727
278,-151.455,59.9145,49.4,2.3,2016-08-06T00:04:09.000000Z,2016-08-06T00:05:25.006990Z,P,5.25885727747,2016080523552569,2016080600202569
88,-152.2006,60.0374,50.0,2.9,2016-08-24T03:34:22.000000Z,2016-08-24T03:35:38.134137Z,P,5.26823241274,201608240325381341,201608240350381341
214,-152.8596,60.1722,124.2,2.5,2016-09-23T02:25:29.000000Z,2016-09-23T02:26:45.645068Z,p,5.27278544022,201609230216456450,201609230241456450
312,-152.6223,60.0841,120.0,2.3,2016-08-24T10:02:29.000000Z,2016-08-24T10:03:46.025797Z,p,5.305167560169999,20160824095346257,20160824101846257
470,-153.0929,60.1744,128.2,2.1,2016-10-03T23:44:54.000000Z,2016-10-03T23:46:11.332062Z,p,5.3201242420999995,201610032336113320,201610040001113320
244,-151.435,59.8434,71.6,2.4,2016-09-24T08:25:07.000000Z,2016-09-24T08:26:23.892930Z,p,5.323577513319999,201609240816238929,201609240841238929
368,-152.5891,60.0461,96.5,2.2,2016-09-25T08:33:21.000000Z,2016-09-25T08:34:38.159078Z,p,5.3335729694800005,201609250824381590,201609250849381590
57,-152.6732,60.0526,99.7,3.1,2016-08-06T00:11:51.000000Z,2016-08-06T00:13:08.329697Z,p,5.344158612569999,201608060003083296,201608060028083296
477,-152.9051,60.1028,111.7,2.1,2016-09-09T04:18:24.000000Z,2016-09-09T04:19:41.465132Z,p,5.34531423774,201609090409414651,201609090434414651
79,-153.719,60.3029,185.4,2.9,2016-09-20T14:48:46.000000Z,2016-09-20T14:50:04.518187Z,p,5.34762216772,201609201440045181,201609201505045181
222,-152.9473,60.0988,124.6,2.5,2016-09-19T06:33:23.000000Z,2016-09-19T06:34:40.792617Z,p,5.357717840369999,201609190624407926,201609190649407926
427,-152.3531,59.9625,72.4,2.2,2016-08-02T13:57:17.000000Z,2016-08-02T13:58:34.473516Z,p,5.36592456122,201608021348344735,201608021413344735
464,-153.3593,60.187,145.9,2.1,2016-09-27T09:01:54.000000Z,2016-09-27T09:03:12.179792Z,p,5.36725890814,201609270853121797,201609270918121797
545,-153.0982,60.1193,131.1,2.1,2016-08-12T16:59:35.000000Z,2016-08-12T17:00:53.050096Z,p,5.37098852483,20160812165053500,20160812171553500
44,-151.8397,59.8602,61.4,3.3,2016-09-04T06:48:51.000000Z,2016-09-04T06:50:08.538059Z,p,5.37165046043,201609040640085380,201609040705085380
106,-152.9186,60.0561,104.3,2.8,2016-08-02T12:30:58.000000Z,2016-08-02T12:32:16.001011Z,p,5.39060621521,2016080212221610,2016080212471610
188,-152.5678,59.9736,78.5,2.5,2016-07-31T07:26:04.000000Z,2016-07-31T07:27:21.906574Z,p,5.39624926387,201607310717219065,201607310742219065
307,-153.3907,60.1585,146.7,2.3,2016-09-19T05:52:11.000000Z,2016-09-19T05:53:29.621982Z,p,5.39973780768,201609190543296219,201609190608296219
395,-152.7635,59.993,105.8,2.2,2016-08-20T12:09:45.000000Z,2016-08-20T12:11:03.370234Z,p,5.4167959234300005,201608201201033702,201608201226033702
514,-152.2483,59.8851,70.9,2.1,2016-09-13T08:30:28.000000Z,2016-09-13T08:31:46.193414Z,p,5.41885371263,201609130821461934,201609130846461934
258,-141.3602,60.2839,11.5,2.4,2016-09-25T13:33:25.000000Z,2016-09-25T13:34:45.783058Z,P,5.428666860730001,201609251324457830,201609251349457830
359,-153.4151,60.1307,154.5,2.2,2016-08-11T00:52:41.000000Z,2016-08-11T00:54:00.122533Z,p,5.43003146745,201608110044001225,201608110109001225
390,-142.2736,60.0458,5.0,2.2,2016-09-09T01:34:06.000000Z,2016-09-09T01:35:27.610927Z,P,5.43211516881,201609090125276109,201609090150276109
50,-152.692,59.9569,99.0,3.2,2016-09-23T13:09:15.000000Z,2016-09-23T13:10:33.567289Z,p,5.43579824873,201609231300335672,201609231325335672
369,-149.2543,59.4739,13.7,2.2,2016-08-02T00:49:42.000000Z,2016-08-02T00:51:02.826615Z,P,5.45104992508,201608020041028266,201608020106028266
287,-152.303,59.8546,80.4,2.3,2016-08-02T23:31:57.000000Z,2016-08-02T23:33:15.745258Z,p,5.45718568097,201608022323157452,201608022348157452
476,-153.4445,60.0964,152.0,2.1,2016-09-09T14:24:40.000000Z,2016-09-09T14:25:59.584581Z,p,5.467258494279999,201609091415595845,201609091440595845
42,-153.2733,60.0478,125.6,3.3,2016-08-10T03:12:17.000000Z,2016-08-10T03:13:36.358173Z,p,5.473179764909999,201608100303363581,201608100328363581
396,-152.7729,59.9236,84.2,2.2,2016-09-18T14:49:30.000000Z,2016-09-18T14:50:49.105217Z,p,5.48235957473,201609181440491052,201609181505491052
442,-153.5948,60.1137,161.3,2.1,2016-08-23T01:03:35.000000Z,2016-08-23T01:04:54.948874Z,p,5.48578510993,201608230054549488,201608230119549488
205,-153.4311,60.0698,153.5,2.5,2016-09-18T04:33:14.000000Z,2016-09-18T04:34:33.879022Z,p,5.4880704942,201609180424338790,201609180449338790
513,-152.6617,59.8656,98.7,2.1,2016-09-13T16:42:21.000000Z,2016-09-13T16:43:40.627024Z,p,5.514043335529999,201609131633406270,201609131658406270
212,-141.0095,60.2808,2.9,2.5,2016-09-27T15:27:34.000000Z,2016-09-27T15:28:57.054182Z,P,5.51879024309,20160927151857541,20160927154357541
551,-144.1223,59.593999999999994,13.6,2.1,2016-09-23T07:14:36.000000Z,2016-09-23T07:15:57.951817Z,P,5.5320729975,201609230705579518,201609230730579518
351,-152.8323,59.8732,100.8,2.2,2016-09-25T02:58:39.000000Z,2016-09-25T02:59:59.002709Z,p,5.54043059892,2016092502495927,2016092503145927
49,-153.0827,59.9254,116.7,3.2,2016-09-02T15:20:36.000000Z,2016-09-02T15:21:56.200263Z,p,5.54355257051,201609021511562002,201609021536562002
440,-152.5377,59.8081,100.0,2.1,2016-08-14T12:00:38.000000Z,2016-08-14T12:01:58.039870Z,p,5.5436855538300005,20160814115158398,20160814121658398
229,-152.939,59.8907,120.0,2.4,2016-08-18T03:01:41.000000Z,2016-08-18T03:03:01.269291Z,p,5.54576726669,201608180253012692,201608180318012692
18,-152.9308,59.8637,98.8,3.8,2016-09-10T06:24:11.000000Z,2016-09-10T06:25:31.371691Z,p,5.5688340491799995,201609100615313716,201609100640313716
218,-152.8763,59.8442,101.3,2.5,2016-08-03T23:06:35.000000Z,2016-08-03T23:07:55.486733Z,p,5.5758078179799995,201608032257554867,201608032322554867
527,-153.4256,59.9662,135.8,2.1,2016-09-11T00:51:28.000000Z,2016-09-11T00:52:48.902800Z,p,5.57981181847,201609110042489028,201609110107489028
70,-152.6528,59.7881,83.8,3.0,2016-08-23T20:36:38.000000Z,2016-08-23T20:37:58.488354Z,p,5.583975806180001,201608232027584883,201608232052584883
439,-152.7079,59.7957,90.0,2.1,2016-08-17T22:11:26.000000Z,2016-08-17T22:12:46.567173Z,p,5.58750321434,201608172202465671,201608172227465671
458,-152.7079,59.7957,90.0,2.1,2016-08-18T04:46:43.000000Z,2016-08-18T04:48:03.567173Z,p,5.58750321434,201608180438035671,201608180503035671
54,-153.128,59.885,105.6,3.2,2016-09-16T04:03:19.000000Z,2016-09-16T04:04:39.711370Z,p,5.58973329377,201609160354397113,201609160419397113
478,-142.4899,59.823,0.0,2.1,2016-09-20T22:17:09.000000Z,2016-09-20T22:18:33.399803Z,P,5.59135386931,201609202208333998,201609202233333998
173,-153.4122,59.9456,130.5,2.6,2016-08-02T05:12:03.000000Z,2016-08-02T05:13:24.055878Z,p,5.595416187480001,20160802050324558,20160802052824558
142,-152.9657,59.8406,102.3,2.7,2016-09-11T07:02:50.000000Z,2016-09-11T07:04:10.782604Z,p,5.59702596631,201609110654107826,201609110719107826
409,-140.9425,60.2077,14.1,2.2,2016-09-12T08:40:31.000000Z,2016-09-12T08:41:53.806050Z,P,5.598615520419999,201609120831538060,201609120856538060
196,-140.6774,60.285,22.4,2.5,2016-09-14T22:30:48.000000Z,2016-09-14T22:32:09.912669Z,P,5.60100154334,201609142222099126,201609142247099126
92,-152.6842,59.7747,79.1,2.9,2016-09-17T05:39:41.000000Z,2016-09-17T05:41:01.721187Z,p,5.60236907271,201609170531017211,201609170556017211
486,-153.1805,59.8819,105.7,2.1,2016-08-04T05:28:41.000000Z,2016-08-04T05:30:01.898921Z,p,5.603507047100001,201608040520018989,201608040545018989
200,-152.9633,59.8315,99.4,2.5,2016-08-12T04:57:31.000000Z,2016-08-12T04:58:51.865682Z,p,5.60487772581,201608120448518656,201608120513518656
17,-158.9287,62.3184,32.1,3.8,2016-09-29T16:43:48.000000Z,2016-09-29T16:45:09.150842Z,P,5.609770618400001,201609291635091508,201609291700091508
467,-153.0934,59.8484,100.0,2.1,2016-08-14T18:49:02.000000Z,2016-08-14T18:50:23.020356Z,p,5.61592277895,20160814184023203,20160814190523203
